scheme_link,details_text,eligibility_text,benefit_text,document,span_text
https://www.myscheme.gov.in/schemes/tmvcs,"The Meghalaya Victim Compensation Scheme, 2022 is a social welfare scheme introduced by the Social Welfare Department, Govt. of Meghalaya. Under this scheme, financial assistance to the victim along with support services such as shelter, counseling, medical aid, legal assistance, education, and vocational training depend upon the needs of the victim. The scheme shall apply to the victims and their dependent(s), or the member(s) of the family of the victim, who have suffered loss, or injury as the case may be, as a result of the crime and who require rehabilitation.","1. Particular of Loss or Injury: Loss of LifeAge Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 10,00,000﻿2. Particular of Loss or Injury: Loss of LifeAge Limit (if any): Age above 40 years and up to 60 years; Compensation (in ₹): 7,00,000﻿3. Particular of Loss or Injury: Loss of LifeAge Limit (if any): Age above 60 years; Compensation (in ₹): 5,00,000﻿4. Particular of Loss or Injury: Gang RapeAge Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 10,00,000.﻿5. Particular of Loss or Injury: RapeAge Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.﻿6. Particular of Loss or Injury: Unnatural Sexual AssaultAge Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.﻿7. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 5,00,000﻿8. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000﻿9. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.Age Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000﻿10. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disabilityAge Limit (if any): 40 years or below 40 years; Compensation (in ₹): 4,00,000﻿11. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disabilityAge Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000﻿12. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disabilityAge Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000﻿13. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disabilityAge Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 3,00,000﻿﻿14. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disabilityAge Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 2,00,000﻿15. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disabilityAge Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,000﻿16. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 2,00,000﻿17. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 1,50,000﻿18. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.Age Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,00019. Particular of Loss or Injury: Grievous physical injury or any mental injury requiring rehabilitationAge Limit (if any): NA; Compensation (in ₹): Minimum 1,00,000 and Maximum 2,00,000﻿20. Particular of Loss or Injury: Loss of Foetus i.e., Miscarriage as a result of Assault or loss of fertility.Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000﻿21. Particular of Loss or Injury: In case of pregnancy on account of rapeAge Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000﻿22. Particular of Loss or Injury: Victims of Burning: In case of disfigurement of caseAge Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000﻿23. Particular of Loss or Injury: Victims of Burning: In case of more than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000﻿24. Particular of Loss or Injury: Victims of Burning: In case of injury less than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 7,00,000﻿25. Particular of Loss or Injury: Victims of Burning: In case of less than 20%Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000﻿26. Particular of Loss or Injury: Victims of Acid Attack: In case of disfigurement of face.Age Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000﻿27. Particular of Loss or Injury: Victims of Acid Attack: In case of injury more than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000﻿28. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 5,00,000﻿29. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 20%Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000﻿30. Particular of Loss or Injury: Physical abuse of minorAge Limit (if any): NA; Compensation (in ₹): 2,00,000﻿31. Particular of Loss or Injury: Rehabilitation of victims of Human TraffickingAge Limit (if any): NA; Compensation (in ₹): 1,00,000﻿32. Particular of Loss or Injury: Sexual assault (excluding rape)Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿33. Particular of Loss or Injury: Women victim of cross border firing: Dead or permanent disability (80% or more)Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿34. Particular of Loss or Injury: Women victim of cross border firing: Partial disability (40% to 80%)Age Limit (if any): NACompensation (in ₹): 1,00,000﻿35. Particular of Loss or Injury: Women victim of cross border firing: Below 40%Age Limit (if any): NA; Compensation (in ₹): 50.000/-","Benefits1. Particular of Loss or Injury: Loss of Life    Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 10,00,000﻿2. Particular of Loss or Injury: Loss of Life    Age Limit (if any): Age above 40 years and up to 60 years; Compensation (in ₹): 7,00,000﻿3. Particular of Loss or Injury: Loss of Life    Age Limit (if any): Age above 60 years; Compensation (in ₹): 5,00,000﻿4. Particular of Loss or Injury: Gang Rape    Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 10,00,000.﻿5. Particular of Loss or Injury: Rape    Age Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.﻿6. Particular of Loss or Injury: Unnatural Sexual Assault    Age Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.﻿7. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.    Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 5,00,000﻿8. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.    Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000﻿9. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.    Age Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000﻿10. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disability     Age Limit (if any): 40 years or below 40 years; Compensation (in ₹): 4,00,000﻿11. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disability     Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000﻿12. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disability     Age Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000﻿13. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disability     Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 3,00,000﻿﻿14. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disability     Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 2,00,000﻿15. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disability     Age Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,000﻿16. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.     Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 2,00,000﻿17. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.     Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 1,50,000﻿18. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.     Age Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,000 19. Particular of Loss or Injury: Grievous physical injury or any mental injury requiring rehabilitation     Age Limit (if any): NA; Compensation (in ₹): Minimum 1,00,000 and Maximum 2,00,000﻿20. Particular of Loss or Injury: Loss of Foetus i.e., Miscarriage as a result of Assault or loss of fertility.      Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000﻿21. Particular of Loss or Injury: In case of pregnancy on account of rape      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000﻿22. Particular of Loss or Injury: Victims of Burning: In case of disfigurement of case      Age Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000﻿23. Particular of Loss or Injury: Victims of Burning: In case of more than 50%      Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000﻿24. Particular of Loss or Injury: Victims of Burning: In case of injury less than 50%      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 7,00,000﻿25. Particular of Loss or Injury: Victims of Burning: In case of less than 20%      Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000﻿26. Particular of Loss or Injury: Victims of Acid Attack: In case of disfigurement of face.      Age Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000﻿27. Particular of Loss or Injury: Victims of Acid Attack: In case of injury more than 50%      Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000﻿28. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 50%      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 5,00,000﻿29. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 20%      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000﻿30. Particular of Loss or Injury: Physical abuse of minor      Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿31. Particular of Loss or Injury: Rehabilitation of victims of Human Trafficking      Age Limit (if any): NA; Compensation (in ₹): 1,00,000﻿32. Particular of Loss or Injury: Sexual assault (excluding rape)      Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿33. Particular of Loss or Injury: Women victim of cross border firing: Dead or permanent disability (80% or more)      Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿34. Particular of Loss or Injury: Women victim of cross border firing: Partial disability (40% to 80%)     Age Limit (if any): NACompensation (in ₹): 1,00,000﻿35. Particular of Loss or Injury: Women victim of cross border firing: Below 40%     Age Limit (if any): NA; Compensation (in ₹): 50.000/-","Documents RequiredFirst Information Report (FIR) or Police Complaint: This document should contain details of the crime, including the date, time, place, and nature of the crime.Medical Certificate: This certificate should be issued by a government doctor or a doctor from a recognized medical institution and should contain details of the injuries suffered by the victim.Identity Proof: This can be any document that proves the identity of the victim, such as Aadhaar card, Voter ID card, Passport, Driving license, etc.Address Proof: This can be any document that proves the current address of the victim, such as Aadhaar card, Voter ID card, Passport, Driving license, etc.Any other Relevant Document: The victim can also submit any other relevant document that supports his/her claim for compensation, such as bills, receipts, etc.﻿NOTE: It is important to note that the documents submitted must be original or certified copies of the original documents. If the victim is unable to provide any of the above documents, the District Legal Services Authority (DLSA) may make reasonable efforts to obtain the required documents.","The Meghalaya Victim Compensation Scheme, 2022"
https://www.myscheme.gov.in/schemes/auscstpaa,"The scheme “Assistance under SC/ST Prevention of Atrocities Act” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to provide immediate relief to the victims of atrocities who are from Scheduled Castes/ Scheduled Tribes.","Payment of Relief, Compensation for Loss, and Rehabilitation.","BenefitsPayment of Relief, Compensation for Loss, and Rehabilitation.","Documents RequiredResidence-cum-nativity Certificate.Aadhaar Card.Caste Certificate.Copy of FIR.Recent Passport-Size Photograph of the Applicant.﻿In the absence of an Aadhaar Card; the applicant is required to provide his/her Aadhaar Enrolment ID along with ANY ONE of the following documents - 1. Bank or Post Office Passbook with Photo.2. Permanent Account Number (PAN) Card.3. Passport.4. Ration Card.5. Voter Identity Card.6. MGNREGA Card.7. Kisan Photo Passbook.8. Driving license issued by the Licensing Authority under the Motor Vehicles Act, 1988 (59 of 1988).9. Certificate of identity having a photo of such person issued by a Gazetted Officer or a Tehsildar on an official letterhead.10. Any other document as specified by the Department.",Assistance under SC/ST Prevention of Atrocities Act
https://www.myscheme.gov.in/schemes/rpa,Not Found,Not Found,"BenefitsThe recipients of the awarded are given a scroll/citation and cash prize of ₹ 20,000/- each.","Documents RequiredPassport Size Photograph (Duly Attested by a Gazetted Officer)Proof of Identity.Soft Copy of the Application (a CD in Word (.doc/.docx) Format).A brief life sketch of the individual (including, age, qualification, etc) in the prescribed format as Annexure- A.Press clippings/ Certificates/appreciation received, photographs, if any.Residential Certificate.Bank Details (Bank Account Number, Name of the Bank, Bank Branch and IFSC Code).",�RAKSHAK PURASKARS�� Award
https://www.myscheme.gov.in/schemes/sg,Not Found,Not Found,"BenefitsWomen affected by domestic violence could stay up to one year. For other categories of women, the maximum period of stay could be up to 3 years. The older women above the 55 years of age may be accommodated for a maximum period of 5 years after which they will have to shift to old age homes or similar institutions.Swadhar Greh facilities could also be availed by the children accompanying women in the above categories. Girls up to the age of 18 years and boys up to the age of 8 years would beallowed to stay in the Swadhar Greh with their mothers. (Boys of more than 8 years of ageneed to be shifted to the Children Homes run under JJ Act/ICPS.)﻿Types of Services other than Shelter:  Legal ServiceVocational TrainingMedical FacilitiesCounseling﻿",Documents RequiredThe documents required shall be notified to you by the helpcentre.,SWADHAR Greh (A Scheme For Women In Difficult Circumstances)
https://www.myscheme.gov.in/schemes/llbip,Not Found,Not Found,"BenefitsHonorariumThe interns may be given an honorarium of ₹ 5,000/- on completion of their internship.CertificateOn satisfactory completion of the internship, a Certificate of Internship shall be awarded.",Documents RequiredAadhaar CardPassport size photographPassing Certificate/Degree/Marksheet of Graduation/Post GraduationA Letter from the Supervisor/Head of the Department/Principal indicating their Status in the InstitutionNo Objection Certificate (NOC) from the InstitutionProof of IdentityProof of AddressIdentity Card/Proof of Enrolment into the InstituteDetails of the Bank Account (for the disbursement of stipend)File Format : File name should not contain any Special Characters.Only JPG and PNG formats are allowed for Photograph & Signature and PDF/JPG/PNG format for NOC.All Files should be less than 100 KB.,LLB Internship Programme
https://www.myscheme.gov.in/schemes/nya,Not Found,Not Found,"BenefitsIndividual Awards:Receive a medal, certificate, and ₹1,00,000/-.﻿Voluntary Youth Organization Awards:Receive a medal, certificate, and ₹3,00,000/-",Documents RequiredProof of Date of birth (DOB)Supporting documents for outstanding work.Recommendation letter.,National Youth Award
https://www.myscheme.gov.in/schemes/ddskpdfs,Not Found,Not Found,"BenefitsFinancial Assistance:The tenure of the award is three years with no provision for further extension. The financial assistance available under the scheme is as follows:Fellowship @ Rs. 43,800/- pm for I year@ Rs.45,000/- pm for II year@ Rs. 46,500/- pm for III yearContingency @Rs.1,00,000/-p.a. ﻿HRA: i) Suitable hostel accommodation may be provided to the candidates in the institutions. In such cases, the fellow is eligible to draw only hostel fees excluding mess, electricity, water charges, etc. A certificate to this effect is to be furnished through the Registrar/Director/Principal. HRA is not permissible for those candidates who are staying in Hostel accommodation.﻿ii) In case of non-availability of hostel accommodation, the fellow may be provided with single accommodation by the host institution. In such cases, the rent paid by the fellow on an actual basis may be reimbursed subject to the ceiling of HRA as per Govt. of India norms.﻿iii) If the fellow makes her own arrangements of accommodation, he/she may be entitled to draw HRA as per the categorization of cities by the Govt. of India.﻿Medical: No separate/fixed medical assistance is provided. However, the Post-Doctoral Fellow may avail of the medical facilities available in the University/Institution/College.﻿Leave: i) Leave for a maximum period of 30 days in a year in addition to public holidays may be taken by the Post-Doctoral Fellow with the approval of the Head of the Department. However, they are not entitled to any other vacations, such as summer, winter, and pooja vacations.﻿ii) Candidates are eligible for maternity/ paternity to leave at full rates of the fellowship as per Government of India rules once during the tenure of the award. ﻿iii) The fellow, in special cases, may be allowed by the Commission, academic leave without fellowship and contingency for a period not exceeding one year during the tenure of the award on the recommendation of the Head of the department of the institution concerned to undertake academic/ teaching assignment or foreign travel in connection with academic work. The expenditure on travel cannot be claimed from UGC. The period of leave without fellowship will be counted towards the tenure.","Documents Required[in progress]﻿All the selected candidates should Submit the Joining Report in the prescribed format along with the Award letter issued to the candidate by UGC to the designated Canara bank branch, duly signed by the Head of the Department of the University and countersigned by the Registrar. After verifying the Joining report of the fellow the Canara Bank branch will release the fellowship for the next three months. At the end of every three months, the fellow has to submit Continuation Certificate to the designated Canara Bank branch in order to become eligible to draw fellowship for the next three months. The Contingency grant is also deposited in the fellow's account. After the end of one year, the concerned fellows have to submit a contingency utilization certificate to the designated Canara Bank branch. Thereafter the contingency amount for the next year will be released. The concerned fellow has to submit the HRA certificate to the designated Canara Bank branch to avail of the House Rent Allowance. The HRA certificate has to be submitted after every three months.",Dr. D.S. Kothari Post Doctoral Fellowships In Sciences
https://www.myscheme.gov.in/schemes/inspire-ff,Not Found,Not Found,"BenefitsAmountEach selected INSPIRE Faculty Fellow will be eligible to receive a consolidated amount of ₹1,25,000/- per month as a fellowship with an annual increment of ₹2,000/-. In addition, a Research Grant of ₹7,00,000 every year for 5 years will also be provided to each successful candidate including the carry-forward amount, if any, from the previous year. The consolidated amount of ₹1,25,000/- per month is an all-inclusive fellowship and taxable as per the Indian IT Act.﻿DurationThe INSPIRE Faculty Fellowship is for a maximum period of 5 (five) years.","Documents RequiredFor ApplicationPassport Size PhotographClass X Mark sheet or Certificate (for proof of Date of Birth)Proof of Academic Qualifications (Degree / Passing Certificate / Marksheets) (from class 12th standard onwards)Community/Caste Certificate (only if the applicant belongs to SC/ST)Letter of appointment (if employed)First Rank Certificate for applicants who are not INSPIRE ScholarsDetails of Professional Recognitions, Awards, and Fellowships receivedDetails of Professional Training and Research ExperienceAny other supporting documents﻿For receiving the 1st InstallmentBank account detail of the Host InstituteJoining ReportUndertaking signed by the Faculty FellowUndertaking signed by the Host InstituteBudget breakup on the usage of Research Grant﻿In case already enrolled in a Ph.D.Admission Letter (issued by University Authorities i.e. Registrar, Dean, Director, etc (Only joining as JRF will not be acceptable. In such a case, you should submit as a non-Ph.D. scholar)Fee Receipt for Ph.D. admissionCV of the Ph. D. Supervisor with last 5 years of research credentials. Endorsement Letter (Template available at http://www.online-inspire.gov.inMethodology and Workplan are also to be submitted online in .pdf format if required.﻿Upon SelectionDuly signed “Undertaking from INSPIRE Faculty Fellow” Undertaking duly signed by both the competent authority from the chosen Host institution and the INSPIRE Faculty Fellow.Every Faculty Fellow needs to provide budget estimates with year-wise detailed break-up under various Heads such as manpower cost, consumables including chemicals, travel, contingency, overhead costs, etc. and non-recurring cost such as equipment for utilization of the Research Grant to the DST-INSPIRE Programme Division along with joining documents.﻿Completion of Faculty Fellowship TenureTo settle the Faculty Fellowship grant upon completion/resignation, INSPIRE Faculty Fellow shall upload all necessary documents in his/her INSPIRE Web-Portal account such as:1. Final Technical Report in the prescribed format.2. List of Equipment procured during Faculty fellowship in the prescribed format.3. Performance Report in the prescribed format.4. Final Statement of Expenditure (SE) and Year-wise Utilization certificate (UC) for theFaculty fellowship duration in the prescribed format,5. Unspent balance if any (unspent balance and other earnings against the released grant (if any), shall be remitted to the Consolidated Fund of India (through Non-Tax Receipt Portal (NTRP) i.e., https://www.bharatkosh.gov.in. and the copy of the same is to be uploaded to the portal.﻿Transfer or Change of Host Institution (including absorption)The Faculty Fellow needs to inform the DST-INSPIRE Programme Division immediately with the following documents to effect the change and smooth facilitation of the transfer of funds etc.Appointment Letter of permanent employment or justification for a change of Host Institution.NOC from the present Host Institute and Acceptance Letter from the new Host Institute.Joining Letter from the new Host Institute due to transfer or permanent employment (either the same or a different Host Institution),Fresh signed copy of the Undertaking (not required in case of permanent employment in the same Host Institution),Up-to-date financial documents from the present Host Institute (also in case of permanent employment in the same Host Institute).",Innovation In Science Pursuit For Inspired Research (INSPIRE) - Faculty Fellowship
https://www.myscheme.gov.in/schemes/ai-rtf,Not Found,Not Found,"Benefits1.	 Full financial assistance will be provided to the selected Fellows which includes the following:-a) Round trip international airfare by lowest economy class and by the shortest route from the international airport in the home country of the applicant to the international airport nearest to the host institution in India; visa fees, overseas medical insurance, etc.b)	 A consolidated Fellowship amount of Indian Rupees (INR) 60,000/- per month.c)	One-time grant of INR 40,000/- as research contingency expenses, airport transfers, domestic travel for attending scientific /events, and field trips within India.d) Institutional overhead charges @ INR 2,500/- per month.e)	The allowance as in (a), (b) & (c) will be released to the host institution in India for disbursement to the Fellow. The host Institution will arrange appropriate accommodation for the Fellow on a payment basis.2.	The selected Fellow is advised to take an appropriate policy for health insurance coverage for the period of stay in India. The cost of obtaining an overseas insurance policy is covered and reimbursable under AISTDF.3.	 Individual Fellow, or his/ her government/institution, is required to bear the following costs:a) All expenses in the home country incidental to travel abroad, including expenditure incurred to obtain passport and visa and for medical examinations and vaccinations as may be required as well as other miscellaneous expenses such as internal travel to/ from the international airport of departure in the home country.b)	Salary and other related allowances in the home country, if applicable, during the Fellowship period.4.	Neither the AISTDF nor the host institution in India will assume any responsibility whatsoever for the following expenditure of the Fellows during the tenure of the Fellowship:a) Compensation in the event of death, disability, or loss of personal belongings or compensation for damage caused by climatic or other conditions.b)	Travel and other costs incurred by the dependents, who might accompany the Fellows.","Documents RequiredDocuments to be submitted during application submission:1.	C.V. of Applicant2.	C.V. of Indian host3.	Copy of relevant pages of valid Passport4.	A copy of the endorsement letter from the present employer in the prescribed format﻿5.	A copy of the acceptance letter from any Indian scientist/ institution for hosting the applicant, if selected, prescribed format﻿Documents to be submitted after fellowship approval:1.	Letter of acceptance by Parent Institute (Format)2.	Letter of consent by Indian Host Institute (Format)3.	RTGS details of Indian Host Institute ( Endorsed by Institute) (Format)4.	Itinerary options (Tickets to be booked by AI-RTF Secretariat) (Format)5.	Joining notification (By Indian Host Institution) (Format)",ASEAN-India Research Training Fellowship
https://www.myscheme.gov.in/schemes/vajra,Not Found,Not Found,"BenefitsThe residency period of VAJRA Faculty in India would be for a minimum of 1 month and a maximum of 3 months.VAJRA Faculty will be provided US$ 15000 in the first month of engagement and US$ 10000 p.m. in the subsequent two months. While no separate support is provided for travel, accommodation, medical/personal insurance, etc. the host institute may consider providing additional support.Return visit of Indian faculty to the Institute of VAJRA Faculty: One research visit by the Indian host to the Institute of the VAJRA Faculty for a period not less than a week and not exceeding 30 days will be supported. The board will provide return economy airfare, not exceeding ₹1.5 lakhs per diem, and accommodation as per the norms of the Board.Student mobility (Doctoral & Postdoctoral Level: Across labs): Collaborative research visit of not more than 2 students, doctoral, preferably co-advised / post-doctoral level after 2 years of engagement from the research group of Indian host to the Institute of the VAJRA Faculty for a duration of three to six months will be supported. The board will provide a return economy airfare, a one-time contingency grant of ₹60,000/- and fellowship equivalent to the norms of the Board.Research Contingency Grant to the hosting Indian Collaborator: ₹5.0 lakhs per year of research visit per VAJRA Faculty to the Indian host to meet expenses related to the collaborative research will also be provided.Support to engage VAJRA Faculty to give lectures in his/her area of expertise in the host Institute: Support to VAJRA Faculty to the tune of ₹1.0 lakh per year for this activity will be provided.","Documents RequiredPassport size photographCV of VAJRA Faculty (including academic qualifications, research experience, awards/honors, and a maximum of ten relevant research publications)Technical details of the proposed workCertificate from Lead Indian CollaboratorEndorsement Letter from Indian Collaborator InstitutionLetter from Institution of VAJRA FacultyAny other document, as required",Visiting Advanced Joint Research Faculty Scheme
https://www.myscheme.gov.in/schemes/tdupw,Not Found,Not Found,"BenefitsDuration of the ProjectThe project should be time-bound, depending upon the nature of the project. Normally a duration of less than 2 years is preferred.﻿Quantum of Financial AssistanceAssistance will be provided for those projects which are relevant to technology development and utilization by the women.Assistance can be by way of financial support (partial or full) and technical guidance. The financial assistance will be provided only for meeting expenditures on Manpower, Consumables, travel within the country and other miscellaneous expenditures. ﻿Note 1: The type of assistance required by the institution should be clearly indicated in the proposal. Note 2: No support will be provided for basic infrastructure and buildings.﻿Method of Release of Financial AssistanceThe assistance will be released in instalments and will be linked to specific milestones achieved as per the time schedule indicated in the proposal. The release would also be dependent on the completion of formalities like submission of progress reports and Utilization Certificates.﻿","Documents RequiredLetter of forwarding the project proposal and an undertaking from the head of the institution [FORMAT]Certificate of Responsibility and Commitment from Investigators [FORMAT]Technical and financial details of the proposal [FORMAT]﻿Institutions, other than Government, are required to attach the following:A Copy of the Registration Certificate.A Copy of the Annual Report for the last 3 years.A Copy of the Auditor’s Report for the last 3 years.﻿",Technology Development And Utilization Programme For Women
https://www.myscheme.gov.in/schemes/spytis-ii,Not Found,Not Found,"BenefitsStudents who have innovative ideas in science & technology are enrolled in polytechnic colleges and undergraduate courses in colleges will be provided financial assistance up to ₹10,000/- for conducting projects.Financial assistance will be provided to the host institution and the students have to work under the guidance/supervision of a teacher.Awardees are encouraged to participate in the Science Talent Fair, National Children’s Science Congress, or Kerala Science Congress organized by KSCSTE to present their projects/findings.The duration of the project is one year.Under the scheme, no major equipment for research will be granted. Minor equipment, if found necessary, will be granted only to an institution in the State. In such a case, the budget for minor equipment shall be limited to 30% of the maximum eligible amount. Further, all permanent assets evolved from the project shall be the assets of the institution.","Documents Required1.	Details of students2.	Details of project proposal3.	Achievements of the students in science-related activities4.	Estimate showing the expenditure involved in the project5.	Official bank account details of the Head of the institution6.	Endorsement letter7.	Declaration by the Head of the Institution8.	Any other document, as required",Scheme for Promoting Young Talents in Science-II
https://www.myscheme.gov.in/schemes/sjfs,Not Found,Not Found,"BenefitsThe award consists of a Fellowship of ₹25,000/- per month in addition to the salary drawn from the parent Institute for a period of 5 years.The fellows selected along with their projects will be considered for funding by the Science & Engineering Research Board (SERB) as per SERB norms, for fellowship, recurring and non-recurring heads.","Documents Required1.	Identity proof i.e. Aadhaar Card2.	Passport-size Photograph3.	Proof of age4.	Education Qualification Certificates5.	Proof of employment including current employment6.	Professional recognition, awards, fellowships received7.	Complete list of publications in SCI journals & other referred journals8.	Any other document, as required",Swarnajayanti Fellowships Scheme
https://www.myscheme.gov.in/schemes/prowis-ii,Not Found,Not Found,"BenefitsReturn airfare (economy class), accommodation & per diem allowances, local travel in India/France, airport transfer, insurance, and visa charges shall be given to the selected candidates.","Documents Required1.	Invitation/hosting letter from Indian/French scientist/researcher/faculty/institution2.	Visiting proposal under the STEM and allied S&T areas (one page)3.	No objection certificate from the employer4.	Recent Photograph5.	Passport6.	Educational Certificates7.	Any other document, as required",Indo-French Visiting/Mobility Programme for Women in Science
